GeneNames,ExtraTreesRegressor,RandomForestRegressor,AdaBoostRegressor,XGBRegressor,SVR,LassoRegression,RidgeRegression,Average
B4GALT3,0.901119195,0.6398565154,0.0,1.0,0.8676763696,0.0,0.7284076162,0.591008528
VAMP3,0.2163644703,0.4633770266,0.7088580542,0.10640400648117065,0.709850097,0.0,0.6884441024,0.413328251
CRYAB,0.5037149623,0.7371846161,0.8890388811,0.23748832941055298,0.2410043258,0.0,0.2564939827,0.4092750139
REPIN1,0.8471228582,0.5107970825,0.2213585576,0.12945616245269775,0.5198299821,0.0,0.5236428789,0.3931725031
DDIT3,1.0,0.7511378815,0.7285080383,0.08688109368085861,0.1540936701,0.0,0.0077544701,0.3897678791
NGLY1,0.4564080843,0.5506464306,0.4205040076,0.0,0.4939729345,0.0,0.5188155308,0.3486209983
DOCK5,0.432996212,0.2279531478,0.246023494,0.27775248885154724,0.5909196615,0.0,0.649042535,0.3463839342
CLTB,0.1836812726,0.3537378893,0.2841228569,0.025302859023213387,0.7922651594,0.0,0.6648173213,0.3291324798
RAB33B,0.0460601351,0.2309023065,0.0,0.0,1.0,0.0,0.8680278314,0.3064271819
VPS45,0.089688815,0.0607776463,0.0,0.00070917111588642,0.9871942193,0.0,0.9930633556,0.3044904582
BCAP31,0.2047947104,1.0,0.1898545676,0.30852028727531433,0.2390242829,0.0,0.1715952749,0.3019698747
ARF4,0.2689394018,0.0385535833,0.7893421887,0.1170385405421257,0.4855157215,0.0,0.3775813875,0.2967101176
SSR4,0.0466394483,0.0291583381,0.0,0.0,0.9935978793,0.0,1.0,0.2956279522
ATF6B,0.513602474,0.7544171056,0.3306133032,0.2793278694152832,0.1743419351,0.0,0.0,0.2931860982
GANAB,0.0852934828,0.1199132014,0.0,0.007485127076506615,0.8918289948,0.0,0.8592133785,0.2805334549
YKT6,0.3488664948,0.6243910351,0.0,0.13938771188259125,0.5038146168,0.0,0.3246800853,0.2773057063
PIGS,0.3469898802,0.2171565197,0.6204307306,0.028953762724995613,0.3910342638,0.0,0.2877160991,0.2703258937
PIGO,0.1989712676,0.1369105579,0.0,0.00011534569784998894,0.6877769465,0.0,0.8644335942,0.2697439588
RAB11B,0.0679543198,0.1717536232,0.0,0.0011342037469148636,0.8421705549,0.0,0.8005280725,0.2690772534
PIGM,0.1441816851,0.0655237096,0.0,8.172900379577186e-06,0.7830949433,0.0,0.834920571,0.2611041546
ARHGAP24,0.1497509761,0.0279586242,0.0,0.028307853266596794,0.8219378875,0.0,0.7982046929,0.2608800049
GALNT15,0.450495454,0.0922413032,0.5006780112,0.22369909286499023,0.2137909218,0.0,0.3444341615,0.2607627064
COPZ1,0.200339673,0.1832865607,0.2207514758,0.0,0.5679444324,0.0,0.6489689451,0.260184441
COG6,0.1235702342,0.0484423647,0.0,0.0,0.7748241899,0.0,0.8669108448,0.2591068048
RAB31,0.0323488379,0.039616726,0.0,0.04915953055024147,0.8534702907,0.0,0.8365052548,0.2587286629
PDIA6,0.1598886472,0.1552571886,0.0,1.1289999690689001e-07,0.7648428415,0.0,0.7299768538,0.2585665206
UBA7,0.2489173836,0.1677095539,1.0,0.002333675278350711,0.1830370148,0.0,0.1928527417,0.2564071956
SRP9,0.0652692698,0.0,0.0,0.0,0.9640744023,0.0,0.7592621876,0.2555151228
IQSEC1,0.1891970635,0.0,0.0,0.010265647433698177,0.9024754368,0.0,0.6702665244,0.253172096
UGGT2,0.0474973114,0.1388476252,0.0,0.001341198105365038,0.8417421813,0.0,0.7127613089,0.2488842321
BET1L,0.0269387736,0.2663401954,0.5719415388,0.07142520695924759,0.4821558633,0.0,0.3233465646,0.2488783061
MAP3K5,0.0216077223,0.2940612285,0.2044263636,3.6021999676449923e-06,0.6671211489,0.0,0.5517713387,0.2484273435
TRAPPC2,0.1582216336,0.0653511293,0.0,0.0,0.7317860478,0.0,0.7820113606,0.2481957388
ARHGEF1,0.0258911546,0.2472764209,0.2899108387,1.2721599887299817e-05,0.5979900386,0.0,0.5703734467,0.2473506602
COPE,0.0690621292,0.0503176514,0.0,0.00012163299834355712,0.7877525362,0.0,0.8196716698,0.2467036599
GGA1,0.1060489722,0.0,0.0,7.210000063651023e-08,0.8655196093,0.0,0.7238155283,0.2421977403
FBXO6,0.4256244068,0.441886241,0.5989627338,0.08340451121330261,0.0870688826,0.0,0.0282194235,0.2378808856
GALNT12,0.2623023275,0.053834409,0.0,5.898100062040612e-05,0.6902347495,0.0,0.6435853101,0.2357165396
TBC1D10C,0.2925481782,0.2339681584,0.6225542995,0.15463970601558685,0.08669645,0.0,0.2524604008,0.2346953133
RABGEF1,0.1724745454,0.1523548226,0.0,0.00017256529827136546,0.5959112983,0.0,0.683101151,0.2291449118
CAPN1,0.1141944536,0.1129278181,0.1173665646,0.007102569565176964,0.5774022747,0.0,0.6633426617,0.2274766203
