GeneNames,ExtraTreesRegressor,RandomForestRegressor,AdaBoostRegressor,XGBRegressor,SVR,LassoRegression,RidgeRegression,Average
COG4,0.8823938019,1.0,0.4427660838,0.448162704706192,0.263728048,0.0,0.3310257541,0.4811537704
PIGL,0.6681868893,0.9568619389,0.3608063847,0.6715123057365417,0.2069308122,0.0,0.3045187414,0.4526881532
DNAJC5,0.5410802967,0.1593665827,0.5486727515,0.2932606041431427,0.6273268056,0.0,0.5436042261,0.3876158952
ALG12,0.4061093057,0.3286971475,0.4756876392,0.18147732317447662,0.618045554,0.0,0.636403884,0.3780601219
EXOC3,0.3414822983,0.2625506427,0.0,0.5926068425178528,0.7403565921,0.0,0.5540348195,0.3558615993
RAB6C,0.6517047343,0.3941694921,0.5914685685,0.3193404972553253,0.1861900139,0.0,0.3098652001,0.3503912152
CTSA,0.5020004632,0.3168056377,0.3368106045,0.3505222201347351,0.2818118637,0.0,0.6010456819,0.3412852102
UBE2D2,0.1844599025,0.0722049082,0.0404457577,0.341884046792984,0.7599921791,0.0,0.9605744007,0.3370801707
SEC24A,0.2300530036,0.0,0.0,0.31314024329185486,0.8742994367,0.0,0.9417677268,0.3370372015
PPIA,0.4986827673,0.3166669432,0.0,0.7155321836471558,0.3027691463,0.0,0.4439544392,0.3253722114
GMCL1,0.2313046366,0.0494119872,0.2717217242,0.08153471350669861,0.8481601303,0.0,0.7826768176,0.3235442871
RAB2B,0.289316127,0.1427531726,0.0,0.0134550416842103,0.7709814365,0.0,1.0,0.3166436825
PRKCSH,0.1838319016,0.0487757837,0.0,0.1934358924627304,0.7866181524,0.0,0.9890226381,0.3145263383
SURF4,0.3649434882,0.3559105644,0.2615082697,0.13931423425674438,0.5301216883,0.0,0.5349279321,0.3123894539
RNF5,0.3501314642,0.1551116352,0.0831667154,0.9628419280052185,0.1020789048,0.0,0.5214400987,0.3106815352
BET1L,0.3010307787,0.0995046486,0.0,0.08387421071529388,0.8475727897,0.0,0.8158841534,0.306838083
BCL2,0.2706787747,0.1103519032,1.0,0.009794523939490318,0.3123643167,0.0,0.3811910461,0.2977686521
SKP1,0.1606350914,0.1747332855,0.0,0.011995178647339344,0.7649529229,0.0,0.9583196414,0.29580516
CUL1,0.1336983386,0.0429847236,0.0,0.01644156686961651,1.0,0.0,0.8594037695,0.2932183427
DDIT3,0.3908365732,0.4086426312,0.2667440301,0.8224853277206421,0.0319201719,0.0,0.1204671998,0.2915851334
RAB3IL1,0.3067465693,0.3893084767,0.0,0.5379109382629395,0.3779940384,0.0,0.4180607732,0.2900029708
PIGQ,0.2518998336,0.0865080148,0.0152290053,0.004956143908202648,0.6580587305,0.0,0.9278447454,0.2777852105
ARAP3,0.5341236746,0.2787455555,0.2590003094,0.18727007508277893,0.3342806126,0.0,0.3412623123,0.2763832199
STX12,0.2391079158,0.0583145647,0.0,0.2283482849597931,0.6244875291,0.0,0.7574722917,0.2725329409
CYTH2,0.3382642124,0.036424294,0.0,0.1420067548751831,0.6472985513,0.0,0.6536025823,0.2596566278
DPAGT1,0.1569081779,0.0889946836,0.1591995829,0.2199501097202301,0.463093783,0.0,0.6971135503,0.2550371268
UBE2D4,0.4956264657,0.1274837699,0.1290457067,0.34096282720565796,0.3745539534,0.0,0.2976006018,0.2521819035
RAB11B,0.3063783849,0.0470968307,0.0,0.13472171127796173,0.5333791494,0.0,0.7304384091,0.2502877836
ARF6,0.0932109872,0.0811391972,0.0,0.35539570450782776,0.565508704,0.0,0.6486819911,0.2491337977
ARF1,0.4553872782,0.2490680775,0.1921008211,0.2419721931219101,0.1033751212,0.0,0.49764865,0.2485074487
GALNT13,0.6300955242,0.600273292,0.0,0.3917925953865051,0.0060972906,0.0,0.1048847063,0.2475919155
CLTC,1.0,0.3433305578,0.1845162547,0.030870765447616577,0.0319487863,0.0,0.1390061623,0.2470960752
TRAPPC3,0.3440534066,0.1830577185,0.1124280407,0.011430292390286922,0.5728879397,0.0,0.4960411791,0.2456997967
STX16,0.5500100469,0.3218230591,0.0,0.08705543726682663,0.3762658033,0.0,0.3671327243,0.2431838673
BET1,0.1989295797,0.2159468124,0.007497255,0.021824533119797707,0.6125353639,0.0,0.6356409673,0.2417677873
TRAPPC6B,0.0703014065,0.0786299852,0.0,0.2067050039768219,0.6038271808,0.0,0.7151990787,0.2392375222
PIGT,0.4074674345,0.0314071603,0.0,0.11715880036354065,0.4776752206,0.0,0.6408623348,0.2392244215
UBE2G1,0.2500895102,0.1419756475,0.2614021411,0.00019183570111636072,0.4659326229,0.0,0.5537081558,0.2390428447
COPZ1,0.2090326484,0.2026243642,0.3003714245,0.0004885150119662285,0.3970786126,0.0,0.5585737238,0.2383098984
RAB2A,0.1618341301,0.1477850379,0.0,0.0071182213723659515,0.5335122109,0.0,0.7956230914,0.2351246702
MGAT1,0.2719535125,0.22624473,0.0398746638,0.14446476101875305,0.6885616191,0.0,0.2670038492,0.2340147337
TMED2,0.0577076859,0.0958679586,0.0,0.008949719369411469,0.7146708764,0.0,0.7493671814,0.2323662031
SRP9,0.471145865,0.1275351526,0.1984281218,0.3234027028083801,0.3900889498,0.0,0.1089197266,0.2313600741
VCP,0.1918973076,0.2237712425,0.0674997926,0.010083737783133984,0.4014796595,0.0,0.7219332382,0.2309521397
DOLK,0.325295777,0.1115217421,0.0,0.4978131055831909,0.4525377236,0.0,0.2291736789,0.2309060039
ALG2,0.2650618757,0.3909044177,0.1271486435,0.00011114899825770408,0.4336891363,0.0,0.397278711,0.2305991333
TMED5,0.2496502933,0.058807031,0.0,0.0036107252817600965,0.5069089364,0.0,0.7887646517,0.2296773768
PIGB,0.2258876813,0.18074135,0.0,0.000522218004334718,0.327682421,0.0,0.8698714746,0.2292435921
GANAB,0.188434838,0.1490245224,0.0411023398,0.04475272074341774,0.5100765353,0.0,0.6634825953,0.2281247931
TBC1D16,0.2361142411,0.6349541894,0.0,0.056272901594638824,0.3456098399,0.0,0.3224537041,0.2279149823
GALNT11,0.1068509571,0.1284691094,0.0,0.03340565785765648,0.7000508406,0.0,0.6251536396,0.2277043149
DNAJC10,0.2795271467,0.1281037678,0.1047099151,6.052999879102572e-07,0.4678100695,0.0,0.6130897486,0.2276058933
STX10,0.2089948724,0.1511948609,0.2090960559,0.22495895624160767,0.3652577255,0.0,0.424786787,0.2263270368
ERP29,0.1692249635,0.0854237941,0.0,0.09945528954267502,0.5756141823,0.0,0.6543706077,0.2262984053
RFT1,0.3234715907,0.2271115803,0.0,0.0009745482821017504,0.393478023,0.0,0.6381524705,0.2261697447
TRAPPC2,0.1883827368,0.0513717456,0.6743347885,0.16059859097003937,0.1099587543,0.0,0.3936104474,0.2254652948
ERLEC1,0.2476655859,0.0277165413,0.0,0.02505479007959366,0.6303636595,0.0,0.6446295326,0.2250614442
MOGS,0.8534431051,0.1379895364,0.1028870884,0.22127623856067657,0.067686818,0.0,0.1754487343,0.2226759315
ATXN3,0.3212050778,0.2644561254,0.7422088527,0.007782636675983667,0.1095880483,0.0,0.109402255,0.2220918566
RAB10,0.172301242,0.0740489121,0.0,0.0039362856186926365,0.7147024546,0.0,0.5890329647,0.2220031227
PIGG,0.2936896639,0.1557318373,0.1916856015,0.1537381112575531,0.4117371204,0.0,0.3369399974,0.2205031903
SPCS3,0.3409475424,0.1240039204,0.8586189341,0.02481154166162014,0.1405541045,0.0,0.0517963743,0.2201046311
TBC1D10B,0.4764565233,0.2578562349,0.0,0.0494370274245739,0.2731527941,0.0,0.464644576,0.2173638794
ATF6B,0.3020243604,0.1137964218,0.1376170402,0.23716221749782562,0.4251382866,0.0,0.3002767663,0.2165735847
RAB7A,0.2448814002,0.2145998613,0.2742306078,0.04055214300751686,0.372679259,0.0,0.3633222754,0.215752221
WDR38,0.8935990926,0.1842458872,0.198925284,0.1888093203306198,0.042349859,0.0,0.0003167498,0.2154637418
KDELR2,0.2180278768,0.0463750737,0.2556480544,0.3648971915245056,0.3602189992,0.0,0.2624200795,0.2153696107
UBE2J1,0.1603424963,0.0631211812,0.0,1.0,0.2209650079,0.0,0.0604793822,0.2149868668
GGA1,0.2415517595,0.1242519315,0.0,0.19850261509418488,0.4582606815,0.0,0.481560602,0.2148753699
ANKFY1,0.1259670384,0.0725939638,0.0,0.05460399389266968,0.6006562781,0.0,0.6467258382,0.2143638732
ARHGAP1,0.3160377588,0.1066262171,0.2517307886,0.04274565726518631,0.4017759953,0.0,0.3600903064,0.2112866748
TRAM1,0.2158276411,0.2223958003,0.0309078062,0.01340598426759243,0.3599626915,0.0,0.6248945892,0.2096277875
RAB40C,0.3437252841,0.0590843053,0.1102502419,0.0001677170948823914,0.476873417,0.0,0.4753476599,0.2093498036
