GeneNames,ExtraTreesRegressor,RandomForestRegressor,AdaBoostRegressor,XGBRegressor,SVR,LassoRegression,RidgeRegression,Average
GALNT5,1.0,0.2558328533,1.0,0.5010268092155457,0.2606634478,0.0,0.358020617,0.4822205325
CTSA,0.7373853928,0.3556975892,0.5257404399,0.7629376649856567,0.2578357104,0.0,0.428372494,0.4382813273
RUFY1,0.7943439888,1.0,0.3941090382,0.27668994665145874,0.3673001933,0.0,0.109743464,0.4203123759
HERPUD1,0.3957006544,0.1618672862,0.3676009104,0.7225979566574097,0.3859665026,0.0,0.5137989233,0.3639331762
CAPN2,0.2241031665,0.0981963834,0.0,1.0,0.4233729713,0.0,0.5764674648,0.3317342837
PIGH,0.0405014971,0.0103637161,0.0,0.19806641340255737,1.0,0.0,0.9445284477,0.3133514392
NSF,0.0120704307,0.0483395528,0.0,0.01987815462052822,0.9340643283,0.0,1.0,0.2877646381
EXOC6B,0.1002248217,0.022532583,0.0,0.37179282307624817,0.6225359722,0.0,0.8869228659,0.2862870094
TBC1D17,0.1046474852,0.0212581158,0.2919123265,0.002018979750573635,0.7643144283,0.0,0.7980298883,0.2831687463
AKAP10,0.3362366219,0.0246625414,0.0,0.5723044276237488,0.5975168084,0.0,0.4416999079,0.2817743296
RAB11A,0.0679211198,0.0325246729,0.2482020841,0.048615314066410065,0.7805732697,0.0,0.7924292483,0.2814665298
UGCG,0.1482820061,0.002951204,0.0,2.369599997109617e-06,0.8885075474,0.0,0.907322297,0.2781522034
MCF2L,0.2794321706,0.2860696079,0.0,0.008519426919519901,0.6753104717,0.0,0.6893403452,0.276953146
EIF2AK3,0.0227756183,0.0079965297,0.0,0.0016258570831269026,0.9355816811,0.0,0.9558028128,0.2748260713
ALG11,0.0363393124,0.0,0.0,0.0002644975029397756,0.93225767,0.0,0.9368168,0.2722397543
SPCS2,0.7700297539,0.1176593861,0.0,0.17454640567302704,0.4665227836,0.0,0.3675421154,0.2709000635
PARK2,0.077370778,0.0219476483,0.0,0.007052227854728699,0.8713566121,0.0,0.8761458913,0.2648390225
RAB25,0.4939973039,0.5188244788,0.3447959063,0.017025884240865707,0.1975491517,0.0,0.2535754885,0.2608240305
RAB9B,0.0908206113,0.0234875569,0.2719165163,0.0004616792139131576,0.6909803635,0.0,0.6841122365,0.2516827091
STX1B,0.2636325377,0.1829227978,0.4105429799,0.0743580311536789,0.3209955804,0.0,0.4961876459,0.2498056533
TBC1D2B,0.0155443595,0.0188003102,0.2700450247,0.007416612934321165,0.6400485252,0.0,0.7824312295,0.2477551517
UBE2J2,0.0780741952,0.0,0.0,0.08447448164224625,0.6293160329,0.0,0.9413650899,0.2476042571
YOD1,0.1130668727,0.0,0.2459766643,0.0003087524964939803,0.6853974919,0.0,0.6593664417,0.2434451747
EIF2AK2,0.1260970308,0.0243109151,0.0,0.0001688646007096395,0.6406666492,0.0,0.8895063346,0.2401071135
UFD1L,0.0250236889,0.0241082558,0.0,0.04363875836133957,0.797054141,0.0,0.7647170897,0.2363631334
ARHGEF2,0.0528642444,0.0247420572,0.0,0.11211174726486206,0.7315552263,0.0,0.7179454688,0.2341741063
AP1B1,0.0714570897,0.08429094,0.0,5.49473988940008e-05,0.7761467298,0.0,0.7046816123,0.2338044742
IFT27,0.0960296503,0.1376212337,0.3964186188,0.02887321263551712,0.4074743139,0.0,0.5660038588,0.233202984
EXOC2,0.0371163145,0.0566817572,0.2824454352,0.0,0.5687063411,0.0,0.6810402146,0.2322842947
B4GALT3,0.0223744568,0.0,0.0,0.044005248695611954,0.7638762861,0.0,0.7863913161,0.2309496154
RAB41,0.2547014627,0.0353698579,0.2821927997,0.04894256591796875,0.3326830306,0.0,0.6373400101,0.2273185324
KDELR2,0.1530683207,0.0263814671,0.2026269395,0.00024715671315789223,0.4844508936,0.0,0.7190980589,0.2265532624
DERL2,0.0710652779,0.0092256838,0.0,0.15354526042938232,0.6149537329,0.0,0.7358578937,0.2263782641
RAB40B,0.1546380621,0.0198245388,0.1851885786,0.003672210732474923,0.525277244,0.0,0.677214721,0.2236879079
STX19,0.229096826,0.1961752313,0.5393508718,0.04087940976023674,0.2159659723,0.0,0.338443177,0.2228444983
MYO5B,0.0513489184,0.0418339285,0.0,0.0,0.6869664918,0.0,0.7339828229,0.2163045945
ARFGAP3,0.0741038079,0.0036563197,0.0,0.011666844598948956,0.5793344592,0.0,0.8350357663,0.2148281711
TRAPPC2,0.1270086934,0.067270249,0.1604525869,0.002688799751922488,0.5843156342,0.0,0.5617980523,0.2147905737
INPP5E,0.0626838775,0.0770442445,0.4018104229,0.03562568128108978,0.575399231,0.0,0.3473752713,0.2142769612
AGAP1,0.0277914306,0.0057603376,0.0,0.02744327113032341,0.5898307359,0.0,0.8480416606,0.2141239194
RAB29,0.1414095422,0.0603830792,0.1974657233,0.12231655418872833,0.4406503474,0.0,0.5165122686,0.2112482164
HSPA2,0.0940946328,0.125710158,0.2706245403,0.0030269655399024487,0.442447331,0.0,0.5413757084,0.2110399051
SRPRB,0.0831189634,0.059509235,0.3632929578,0.002788804704323411,0.4859614143,0.0,0.4769734621,0.2102349768
RFWD2,0.0994685716,0.0336915608,0.1485393976,0.0,0.5185433904,0.0,0.6467401901,0.2067118729
TBC1D16,0.0625689802,0.0582046724,0.148622302,0.0025685590226203203,0.5263251844,0.0,0.6417736389,0.2057233338
UBE2D2,0.0776353313,0.0601350787,0.1397922363,0.09676885604858398,0.4671107953,0.0,0.5762389315,0.2025258899
SEC61G,0.0719000432,0.0103645824,0.0,0.0,0.5883602991,0.0,0.7443525352,0.2021396371
RAB43,0.0610343806,0.0389283751,0.0,5.2356001106090844e-05,0.5435899173,0.0,0.7662383755,0.2014062006
MAN1B1,0.0699927644,0.0277663816,0.0,0.0017306833760812879,0.6042349258,0.0,0.697613666,0.200191203
