GeneNames,ExtraTreesRegressor,RandomForestRegressor,AdaBoostRegressor,XGBRegressor,SVR,LassoRegression,RidgeRegression,Average
HSPA8,0.6730996068,1.0,0.848022966,0.06457363069057465,0.5482556405,0.0,0.6859679399,0.5457028263
GGA1,0.4544564759,0.425482211,0.0,0.000424185796873644,0.8855130899,0.0,0.8968478285,0.380389113
PIGQ,0.3614789065,0.5480547134,0.3684836437,0.08392967283725739,0.6333147621,0.0,0.5998947402,0.3707366341
SEC61G,0.4436583387,0.4758511567,1.0,0.05066964030265808,0.2067380885,0.0,0.2426542697,0.3456530706
GALNT16,0.7899568555,0.09529121,0.0,0.5996083617210388,0.4692593981,0.0,0.4433601467,0.3424965674
TBC1D1,0.2436168785,0.590925174,0.0,1.2741799764626194e-05,0.6577433686,0.0,0.9048453315,0.3424490706
TRAPPC1,0.2057229948,0.6258191467,0.301971032,0.35255303978919983,0.417477821,0.0,0.4465660452,0.3357300114
STX8,0.3113168554,0.1873932151,0.0,0.7601238489151001,0.5403473958,0.0,0.5411346576,0.3343308533
DNMBP,0.7275241904,0.1815784442,0.3799874387,0.7531529068946838,0.0796128726,0.0,0.1612445939,0.3261572067
INPP5B,0.3619275092,0.0549919105,0.0,0.0005345494137145579,0.9706034481,0.0,0.8365398333,0.3177996072
RAB22A,0.2135221334,0.0059167296,0.0,2.8414300686563365e-05,1.0,0.0,0.9697292035,0.3127423544
PSD4,1.0,0.0211876772,0.4788622251,0.18670202791690826,0.1218494468,0.0,0.3563434957,0.309277839
DNAJC5,0.3947442619,0.3023180818,0.3433010688,0.03540351614356041,0.4590804114,0.0,0.5957183975,0.3043665339
MAN1A1,0.1766533756,0.3941009947,0.715673855,0.18381771445274353,0.2923905492,0.0,0.3549290318,0.3025093601
B4GALT3,0.2209819351,0.0,0.0,0.0,0.8812003113,0.0,1.0,0.3003117495
GALNT2,0.4420982384,0.3402727045,0.5067449301,0.0005638778093270957,0.3754575096,0.0,0.4348465045,0.2999976807
STX1B,0.2858591481,0.3693671722,0.3858515938,0.01107197254896164,0.4317536389,0.0,0.4840368799,0.2811343436
KDELR2,0.1337333446,0.1882745715,0.0,1.0,0.3761831561,0.0,0.261305202,0.2799280392
SEC11A,0.2293260909,0.5660496523,0.0,0.2105141580104828,0.4261622142,0.0,0.4705659046,0.2718025743
TBC1D14,0.4119961584,0.3676967805,0.0,0.0008746393723413348,0.5233018151,0.0,0.5920125709,0.2708402806
TRAPPC9,0.2324430982,0.3238739477,0.6077195051,0.034630995243787766,0.2553707188,0.0,0.4392862768,0.2704749345
POMT2,0.0097330072,0.0121050123,0.3437448445,0.004258568398654461,0.6980895649,0.0,0.8096760162,0.2682295734
RAB14,0.0614411024,0.1182646223,0.138570716,4.886999818154436e-07,0.7366838672,0.0,0.8041110632,0.2655816943
VAMP2,0.6192264743,0.2897861297,0.1541593744,0.4932914078235626,0.168248563,0.0,0.1242966786,0.2641440897
SIL1,0.3450347934,0.5520139545,0.6185759039,0.11830171942710876,0.0839364215,0.0,0.1044044984,0.2603238987
SRP68,0.3398119044,0.0337999696,0.2428562554,0.011066505685448647,0.5376844282,0.0,0.6173780967,0.2546567371
RAB13,0.6097272894,0.726085204,0.3421175936,0.0002218056033598259,0.0431944985,0.0,0.0433777308,0.252103446
LARGE2,0.379589985,0.4254104142,0.3318009531,0.0031324056908488274,0.2770406118,0.0,0.3428966876,0.2514101511
