pspGenes	logFC	logCPM	F	PValue	FDR
A3GALT2	0	NA	NA	1	1
ABO	-1.52445904673117	3.50806249085611	20.2289576755689	8.28077924051597e-06	2.24731245728447e-05
ACAP1	0.0319327212788935	3.68340147474279	0.027663744364209	0.86795898511173	0.891077044875556
ACAP2	-0.454617868234674	5.43823837947892	11.8669079919255	0.000612111338934561	0.00123743336454612
ACAP3	-0.10777422646911	5.31211525359902	0.55294364889692	0.457414421077622	0.518255197234654
AGAP1	-0.00113849637591935	5.55399774851906	9.9025240935526e-05	0.992063643098551	0.993607538042131
AGAP2	0.116685234982723	2.13439822602871	0.33593241392215	0.562408563561605	0.619393333726229
AGAP3	0.00892179674420489	6.68814000427352	0.00685821997731268	0.934027325255184	0.945773080255874
AGR2	1.29655184297295	7.36411197320705	8.57761128940836	0.00353506696738578	0.00624290817183441
AGR3	0.349041360980365	4.6267630320073	0.622738788768022	0.430349417572129	0.491618822269406
AKAP10	-0.44525531861888	4.45121619120484	27.6122150079783	2.0763900340385e-07	7.18000343203486e-07
ALG1	0.539877226218828	4.43344034811164	20.9224114200433	5.83565482477148e-06	1.62032272913609e-05
ALG10B	-0.0596944934393814	3.76907571742989	0.175376106447743	0.675530351742247	0.723705420136615
ALG11	0.0694124570912248	2.48853315529523	0.306072191948647	0.580310783371392	0.636112297841773
ALG12	0.621751999735239	4.58119062598668	8.44889694709803	0.00379027944331466	0.00666129127797275
ALG13	-0.195067674054511	4.73192860326052	4.53330684782226	0.0336561838176224	0.0496492531587854
ALG14	0.389412438065308	3.71718526115913	16.9061920788337	4.48655583830909e-05	0.000108421198566289
ALG1L	1.77812952310037	2.12490470000389	21.768782390163	3.81147847851658e-06	1.08887191310742e-05
ALG1L2	-0.516343633849244	-0.37300676525603	7.27832402595841	0.00717949107168691	0.011978983203958
ALG2	-0.110652308435246	5.34050995783235	1.57829230735149	0.20950573046985	0.260519644731848
ALG3	1.54994648555346	6.43705462835333	104.305703636631	1.18392638864994e-22	1.85625086338604e-21
ALG5	0.169013842945289	5.02430639314007	2.96044748603683	0.0858504062590928	0.116500487385841
ALG6	0.724398764791365	4.28307417685314	44.0185735783504	7.38986108488509e-11	4.08857504279484e-10
ALG8	0.654595603956942	5.50737771284025	44.4538343422791	6.0094310919733e-11	3.35911113122632e-10
ALG9	-0.470794549745631	3.07877901529093	27.9360264655268	1.76971695096608e-07	6.17486284260665e-07
AMFR	-0.594042824969016	6.79860524922738	33.4374402337401	1.1957453770513e-08	4.91929609502873e-08
ANKFY1	-0.239399435494913	5.97714895574137	4.54998102973608	0.033332531814871	0.0491945922249484
AP1B1	1.04226106660789	7.55606377208989	76.3665899517819	2.45670297087341e-17	2.62329749756549e-16
AP1G1	0.195583526389533	6.51364699936103	3.75150647246929	0.053238619363516	0.0755073226532878
AP1M1	0.077002724676402	6.16357919002268	0.626019907509169	0.429138030575751	0.490448963486699
AP1S1	1.20972913852065	6.04608876139648	105.55094248998	6.94592023260018e-23	1.10536012296182e-21
AP1S2	0.0142749268524991	6.20929276117244	0.00547470772514045	0.941042496555755	0.951386084966768
AP3B1	0.160881097520697	5.82982499770203	2.69887821951055	0.100953481856289	0.135025083245027
AP3B2	-0.249037913245604	1.62630090620949	0.467192201043673	0.494550972895388	0.554414119216294
AP3D1	0.522347954878114	7.7732966514257	24.9504080333473	7.76665923995488e-07	2.4663959131942e-06
AP3M1	0.0542512250654047	5.72544015262431	0.245469151596736	0.620468713728385	0.67295142345459
AP3M2	0.155477403328534	4.75891886991269	1.8425322201685	0.175175184771248	0.221850643178648
AP3S1	-0.379527302687648	5.51068334474185	15.7577456621307	8.09011877181665e-05	0.000188117227405626
AP3S2	-0.205177806674491	4.63282784405723	6.28276967010834	0.0124605238292225	0.0199402817738164
APPL1	-0.476886047252328	5.67698401170343	22.0241273169889	3.35263279928608e-06	9.6561585417376e-06
APPL2	-0.215439436251484	5.29463835503647	4.14259658439214	0.0422648703087457	0.0611137551490478
ARAP1	-0.459031727556825	6.80582961346459	26.2798150146269	4.01373958820455e-07	1.33798321638461e-06
ARAP2	0.0263251313540075	3.81721543421006	0.0195577536807114	0.88882715439511	0.908219228349988
ARAP3	-0.462497050153143	5.0678218960548	8.66164361633595	0.00337797093147136	0.00598914011078825
ARF1	0.797237853739962	9.77666551868024	48.4187668160156	9.21299511854238e-12	5.65475041267701e-11
ARF3	0.508200725906917	7.99754434549804	40.8165915252101	3.40219815357432e-10	1.73533784559042e-09
ARF4	0.307149537305322	7.76590767879155	7.96733988920135	0.00492404283542454	0.00847094958547916
ARF5	0.759888617473279	7.78747133874631	41.033781171273	3.06647366102132e-10	1.57483603982062e-09
ARF6	0.295885255041711	6.98412331557401	8.69916387708779	0.00331014451757497	0.00587911202640468
ARFGAP1	0.677275811047588	7.15996482587831	28.0430041821791	1.6787571059783e-07	5.87761076626566e-07
ARFGAP2	0.0503090973451302	6.84373183314428	0.353886679166338	0.552150021718401	0.609835193919777
ARFGAP3	0.554704728233315	6.52640438217718	11.2980055204522	0.000826240879352409	0.00163591584738426
ARFGEF1	0.470061800894939	6.0722089272553	11.8180214253878	0.000628065387429612	0.00126687118525308
ARFGEF2	0.153867785971512	5.75313335611455	1.43122334107371	0.23204704914291	0.2849339591336
ARFIP1	-0.159967939418553	5.62302933255565	1.90252951535966	0.168319814193069	0.214154993056888
ARFIP2	0.671071761957348	6.51871263104213	33.9212075377544	9.45132633767149e-09	3.95598640432387e-08
ARHGAP1	-0.5252659405829	7.32636980928389	26.8124566887333	3.08314016071878e-07	1.04111656745915e-06
ARHGAP24	-1.34932840883735	2.62182181305384	66.7738180878296	1.87339303370701e-15	1.69737936389713e-14
ARHGAP5	-0.499918055446862	6.0554055325876	13.9995929556962	0.000200776643115392	0.000438111280686363
ARHGDIA	0.354121575268339	7.98229926274382	11.3899896556024	0.000787058311724502	0.00156295180562096
ARHGEF1	0.231707025547025	6.71834567623233	4.83915542184451	0.0282088466211364	0.0422469429939638
ARHGEF11	0.341680857018986	6.4601568400458	10.5763990654386	0.00121098380784918	0.00232417668221329
ARHGEF2	0.0999749402672891	6.78386014080799	0.575306069442286	0.448461998323597	0.509471386867999
ARHGEF6	-1.81439441949914	3.44857686755781	163.139822247772	3.81057003769872e-33	1.10074493674023e-31
ARHGEF7	-0.223224945847941	5.86109166908491	8.89086675774407	0.00298464771164348	0.00534083820742047
ASAP1	-0.204512655096208	5.32682041998333	1.94500610277549	0.163652643469232	0.208842577025249
ASAP2	0.106257575537021	4.38439726346944	0.252530771282631	0.615486837671378	0.668230862495904
ASAP3	-0.682856875405957	4.98326218832354	18.3558682023808	2.14066672781416e-05	5.44419114506379e-05
ATF4	0.144352199311659	8.40850155282209	1.94847040462386	0.163278585270511	0.208375665974859
ATF6	0.0842536902306771	6.08252425834888	0.631597159725846	0.427090714116891	0.488415872088969
ATF6B	0.184306033000217	7.01580083363436	3.29852922386502	0.0698510330233514	0.0966998815132008
