pspGenes	logFC	logCPM	F	PValue	FDR
A3GALT2	0	NA	NA	1	1
ABO	-0.411666899110098	4.71765855474708	2.86407173565711	0.0911412639606572	0.110473171144327
ACAP1	-0.272264929985103	4.10860315256055	3.56369477458341	0.0595794850346476	0.0738462352114911
ACAP2	1.02267991976593	7.04119261330315	63.539326194428	9.05001560407618e-15	3.38739422396277e-14
ACAP3	0.783952108703148	5.47417034839539	39.8276625279157	5.69227411729891e-10	1.46456642956654e-09
AGAP1	-0.110053299302152	5.38801940790418	1.20604888594033	0.272593984360203	0.307138308101613
AGAP2	-0.417662530377417	2.7781749668159	5.54004914932132	0.0189350568342572	0.0249907006659395
AGAP3	-0.224837129528601	6.40863377693971	6.22658334370825	0.012875055068701	0.0173128533116622
AGR2	0.0186286066204848	6.77061404879918	0.00422982582552027	0.948167956841957	0.9550322402897
AGR3	-3.09516978448029	4.17175981736277	161.200414404017	1.35944092676836e-32	1.58679767872832e-31
AKAP10	-0.226723164910876	4.76772110435975	10.3159155650732	0.00139556294844364	0.00207926337800996
ALG1	-0.0022610560574847	4.22377161899268	0.000736302469383164	0.978361933206951	0.981339232862401
ALG10B	0.417128718765826	3.72204369524273	17.2562619147787	3.78320694566081e-05	6.55233646343744e-05
ALG11	-0.299610857702066	2.74335462284672	16.9608602497057	4.39917957715575e-05	7.57416111888012e-05
ALG12	0.149663461668369	4.30281968382079	3.31978729082697	0.068990699361291	0.084909549351715
ALG13	0.00458504591467777	4.73835689191375	0.00316695633896702	0.955142490463488	0.961078286577358
ALG14	-0.13764160764869	3.20123309873961	2.09331202428476	0.148511634519614	0.174459740546673
ALG1L	4.35202669925951	3.91017855355373	272.904757594495	3.99938749748177e-50	1.03680750601852e-48
ALG1L2	1.50117413246198	-0.69750358918285	68.7380309130649	8.58186083484916e-16	3.47580428517362e-15
ALG2	-0.336800621801558	5.18022867813376	20.9946959763694	5.6970141905261e-06	1.06339399914445e-05
ALG3	2.14313490742246	6.95714064792957	217.379692187156	9.84063375324207e-42	1.79248438635535e-40
ALG5	-0.318741366613622	4.86408099150194	10.8739296340185	0.00103791387224505	0.00156740053348143
