GeneNames,ExtraTreesRegressor,RandomForestRegressor,AdaBoostRegressor,XGBRegressor,SVR,LassoRegression,RidgeRegression,Average
KIF20A,1.0,1.0,1.0,1.0,0.1827263412,0.0,0.2423877349,0.6321591537
NCKIPSD,0.0119395828,0.0002307986,0.0794821755,6.885390030220151e-05,1.0,0.0,1.0,0.2988173444
PRKCSH,0.0711345889,0.0041270728,0.13417021,0.0,0.8444619597,0.0,0.8121730816,0.2665809876
QSOX2,0.0148198891,0.0020550841,0.0627282699,0.0007334508118219674,0.6738148408,0.0,0.7950726765,0.2213177445
TOR1A,0.0099313428,0.0,0.0462282997,9.200000050668677e-08,0.6885956943,0.0,0.6764217762,0.203025315
VTI1A,0.0107692186,0.0008005341,0.0,0.0,0.7035513569,0.0,0.6796730062,0.1992563023
LMAN1,0.0164781889,0.0,0.0,0.0011102441931143403,0.6724508377,0.0,0.6789725937,0.1955731235
PGAP1,0.0126851023,0.0,0.0,0.0,0.6651438374,0.0,0.6776460979,0.1936392911
HSPA5,0.0190692164,0.0002649858,0.0,0.0005278189782984555,0.6676302485,0.0,0.6113956309,0.1855554144
TBC1D23,0.0061313231,0.0,0.0,1.9750399587792344e-05,0.6468449094,0.0,0.6328967899,0.1836989675
ERO1B,0.0289092968,0.0,0.0676084488,2.016600092247245e-06,0.5373907416,0.0,0.6314478557,0.1807654799
MYO5B,0.1023865837,0.0287606896,0.0396641849,0.1756851077079773,0.4496896518,0.0,0.459223275,0.1793442132
PIGL,0.0076877142,0.0080853814,0.0,0.012685790657997131,0.5607698459,0.0,0.6608741529,0.1785861264
VAMP1,0.0067053814,0.0283776521,0.0,0.6676797270774841,0.2816467242,0.0,0.261683849,0.1780133334
RAB3A,0.0061541585,0.0,0.0,0.0007712278165854514,0.6141965579,0.0,0.6213258365,0.1774925401
NGLY1,0.0139700365,0.0117244479,0.0,0.006544473115354776,0.5984952741,0.0,0.5886062299,0.1741914945
RAB39A,0.0034283585,0.0094774136,0.0,0.0006270729936659336,0.617282553,0.0,0.5808849249,0.1731000461
RAB32,0.0084985999,0.0003116509,0.0,7.653999887224927e-07,0.5940278966,0.0,0.6066571714,0.1727851549
ARAP1,0.0104584318,0.0031010153,0.0,0.0,0.5697889041,0.0,0.6110009791,0.1706213329
ASAP2,0.0039730404,0.0,0.0,0.000727656006347388,0.5826446651,0.0,0.5559011729,0.1633209335
CALR,0.0105751776,0.0,0.0445334365,0.025342589244246483,0.5360965896,0.0,0.5127613462,0.161329877
EDEM2,0.0113783155,0.0030894703,0.0327330916,0.007997289299964905,0.5282809768,0.0,0.5437571096,0.1610337504
HSPA1L,0.0117815342,0.0022832188,0.0151619588,1.839300011852174e-06,0.5552123419,0.0,0.5406585715,0.1607284949
UBA7,0.0,0.0071248937,0.0178177195,0.001004614750854671,0.5242158638,0.0,0.564936688,0.1592999685
TXNDC12,0.0172868333,0.005510704,0.127858404,0.0036458007525652647,0.4266479823,0.0,0.5249280237,0.1579825354
ARF6,0.0105455782,0.0020479148,0.0,0.0,0.5539687621,0.0,0.5345849742,0.157306747
UBE2E3,0.0041397121,0.000312062,0.0011226078,9.690000268847143e-08,0.5211603561,0.0,0.5729311839,0.1570951455
