GeneNames,ExtraTreesRegressor,RandomForestRegressor,AdaBoostRegressor,XGBRegressor,SVR,LassoRegression,RidgeRegression,Average
PLIN3,1.0,1.0,0.3696345562,0.9999998807907104,0.0431799887,0.0,0.1303914249,0.5061722644
KDELR3,0.3045302969,0.162390133,0.6268407504,0.7925458550453186,0.7307130206,0.0,0.7023426692,0.474194675
DERL3,0.4005236337,0.3067817453,1.0,0.01270118448883295,0.6292804072,0.0,0.6725464511,0.4316904888
AP3M1,0.5656430098,0.4033973818,0.9650555571,0.5382187366485596,0.1292344883,0.0,0.2565353461,0.4082977885
TOR1A,0.0998755495,0.088802212,0.0,0.7520219087600708,0.9571025309,0.0,0.8955273379,0.399047077
HSPA8,0.4173476782,0.8870772617,0.49373699,0.07297451794147491,0.3575080945,0.0,0.4150817624,0.3776751864
ARHGEF7,0.0242734548,0.0647447893,0.6330564241,0.151258647441864,0.9220454945,0.0,0.8344159276,0.3756849625
PSD4,0.1574797339,0.0378442753,0.4470896641,0.05911654233932495,0.8301807932,0.0,0.8536853009,0.3407709014
TBC1D9,0.3823375277,0.0748850474,0.0,0.4021108150482178,0.8132019289,0.0,0.6696996269,0.3346049923
USP6NL,0.1472640937,0.1222175125,0.7383447002,0.4226972460746765,0.359974744,0.0,0.5232122985,0.330530085
COPZ1,0.7275511318,0.3925023167,0.712644454,0.22477130591869354,0.0911217958,0.0,0.1197790195,0.3240528605
GBGT1,0.1328529047,0.0642407798,0.0,0.16541896760463715,0.9382955812,0.0,0.8911089757,0.3131310299
RAB1B,0.2128507474,0.1227132554,0.3264527084,0.001156290527433157,0.6449413672,0.0,0.8181179972,0.3037474809
DPM2,0.0464570923,0.0016506422,0.0,0.016329120844602585,1.0,0.0,1.0,0.2949195508
RAB4A,0.1599356932,0.0469646361,0.0,2.4707900593057275e-05,0.9430351508,0.0,0.9143779323,0.2949054458
TBC1D5,0.2669809879,0.0155457349,0.5659476323,0.003978608176112175,0.5087336215,0.0,0.699464122,0.2943786724
YOD1,0.1877727135,0.1875037083,0.0,0.6007930636405945,0.5611711232,0.0,0.4702833916,0.2867891429
HSP90AA1,0.0993416656,0.005942312,0.0,7.386499873973662e-06,0.9832889988,0.0,0.8611113425,0.2785273865
EXOC6,0.1062222979,0.0825734853,0.0,0.013651535846292973,0.8829664895,0.0,0.8326414413,0.2740078928
AP3S2,0.1611411375,0.0620001745,0.0,0.07333157956600189,0.7252765721,0.0,0.8805646099,0.2717591534
RFT1,0.1330596238,0.1402108364,0.0,0.0009668315760791302,0.8240473327,0.0,0.7626661477,0.2658501103
SRPRB,0.0749385003,0.0,0.259905337,0.06473291665315628,0.7011243658,0.0,0.7585444933,0.2656065162
STX11,0.612364257,0.1367349367,0.0,0.00020949420286342502,0.5963843438,0.0,0.5096453539,0.2650483408
UBE2D1,0.078306783,0.0837013692,0.0,0.00142413389403373,0.9775465727,0.0,0.6989207103,0.2628427956
TRAPPC4,0.0751929446,0.0814947087,0.2447623033,0.0024650509003549814,0.7200614319,0.0,0.689586901,0.2590804772
GMCL1,0.1785215726,0.1052310035,0.0,0.0009431500220671296,0.7297027603,0.0,0.7862617722,0.2572371798
PIGA,0.2647645792,0.0005698951,0.374291228,0.012688638642430305,0.5051596757,0.0,0.6266534348,0.2548753502
SRP68,0.1154564103,0.0249196844,0.0,0.017081670463085175,0.7846366234,0.0,0.8136781923,0.2508246544
PIGK,0.1354030305,0.00266832,0.0,0.5445274114608765,0.4886791401,0.0,0.5695180044,0.2486851295
USO1,0.3381572055,0.0750143016,0.0,0.0007039029733277857,0.6933972436,0.0,0.628926082,0.2480283908
ARF1,0.0980967191,0.0537802908,0.0,0.0,0.8192599155,0.0,0.746212965,0.2453356986
NAPA,0.1531628686,0.0513481551,0.1769555094,0.6300760507583618,0.501073157,0.0,0.2046456563,0.2453230567
PIGO,0.1927824101,0.0278593812,0.1037092146,0.007641246542334557,0.7380155124,0.0,0.6401387304,0.2443066422
RAB40A,0.2119653999,0.1102206705,0.3267206017,0.0021302036475390196,0.5697681528,0.0,0.4886905456,0.2442136534
CYTH4,0.1003099934,0.0267404041,0.0,5.696970038115978e-05,0.8110188626,0.0,0.7633708819,0.243071016
ASAP3,0.2608140523,0.1103540084,0.2530581019,0.10141602903604507,0.4343438286,0.0,0.5400070135,0.2428561477
POMT2,0.083897909,0.0417964725,0.0,0.00376935675740242,0.752029913,0.0,0.8104412309,0.2417049832
INPP5B,0.3477888804,0.0510493457,0.0,8.580799658375327e-06,0.6589864705,0.0,0.6340323382,0.2416950879
SEC11C,0.4109309025,0.0102033889,0.6157069383,0.0,0.3936262891,0.0,0.258240894,0.241244059
RAB33B,0.2659610999,0.0777602186,0.1326809854,0.0,0.6442410002,0.0,0.5454656083,0.2380155589
TBC1D17,0.1485140817,0.0025602741,0.0,0.47248026728630066,0.6484289834,0.0,0.3909909663,0.2375677961
POMT1,0.2237126609,0.0446904568,0.0,0.0031453517731279135,0.6988167701,0.0,0.6898779396,0.237177597
RAB11A,0.1407500639,0.0481184098,0.0,0.24349424242973328,0.6324160408,0.0,0.5799589143,0.2349625245
PPIA,0.1264162132,0.0605593462,0.0,0.004050760064274073,0.6353310231,0.0,0.8126218368,0.2341398828
RBX1,0.0910408064,0.0269484441,0.0,0.0010659326799213886,0.789226916,0.0,0.7246515649,0.2332762377
ATF6,0.0347666787,0.0049202176,0.0,3.8229998722272285e-07,0.7629700555,0.0,0.8283023312,0.2329942379
BCAP31,0.0789947723,0.0164953965,0.0,0.022013504058122635,0.6856162564,0.0,0.8227915552,0.2322730692
ARHGEF1,0.2562165807,0.0290596573,0.0,0.09606629610061646,0.7604645297,0.0,0.4769984867,0.2312579358
OSGIN2,0.0653610894,0.0232726556,0.0169456247,0.006191552150994539,0.7209495787,0.0,0.7772903198,0.2300015458
ATXN3,0.5290288977,0.0733325666,0.0,0.05823370814323425,0.5295880832,0.0,0.4030685853,0.2276074058
GIT1,0.1003389827,0.1786422084,0.0,0.039261527359485626,0.7047279904,0.0,0.5551652978,0.225448001
COPZ2,0.1378380512,0.0801241062,0.0,0.015030678361654282,0.7417016448,0.0,0.5952894258,0.2242834152
RAB11FIP5,0.2486415309,0.1065515603,0.0,0.014592800289392471,0.641946789,0.0,0.5559415407,0.2239534602
RNF185,0.003996556,0.0221233404,0.0,0.004079299047589302,0.6726254067,0.0,0.8629666082,0.2236844586
UGGT2,0.0857882811,0.0014474035,0.0,0.03956609591841698,0.7178881258,0.0,0.7206134204,0.223614761
GLT8D2,0.3070681801,0.0814799961,0.1949924996,0.20588690042495728,0.437305039,0.0,0.3266498006,0.2219117737
UBQLN4,0.0053287413,0.0,0.0,0.0,0.7703160346,0.0,0.7738544953,0.2213570387
RAB6A,0.1393653728,0.0521284211,0.0,0.0,0.649103468,0.0,0.7022686427,0.2204094149
KIF20A,0.7775077108,0.0061084083,0.53306736,0.17045919597148895,0.0038643038,0.0,0.0431017888,0.2191583954
RAB9B,0.2373537766,0.0216350893,0.0,0.20645681023597717,0.4631096874,0.0,0.5987840124,0.2181913394
VAMP1,0.1453127135,0.06849811,0.0,0.09711019694805145,0.5952229748,0.0,0.6153782756,0.2173603244
ARHGEF2,0.5268820205,0.0985395137,0.0,0.23274977505207062,0.3040086304,0.0,0.3449148473,0.2152992553
SRP54,0.1906635109,0.0820338521,0.0,0.5434449315071106,0.2814578118,0.0,0.3903188957,0.2125598574
BAX,0.1825234808,0.0469120342,0.1941116358,0.08675483614206314,0.3775052502,0.0,0.5997871949,0.2125134903
SRP72,0.2357216661,0.0205111139,0.1705965801,0.33520376682281494,0.4219735275,0.0,0.2967273162,0.2115334244
PIGV,0.1415373862,0.0264683442,0.0,0.00010915940220002085,0.7125512396,0.0,0.586021215,0.2095267635
SRP14,0.0512978996,0.0301636472,0.0,0.024830028414726257,0.6791393044,0.0,0.6783617732,0.2091132361
DDOST,0.1627208679,0.0430265752,0.0,0.3287006914615631,0.4800944009,0.0,0.4476607146,0.2088861786
UBA1,0.1575618911,0.1039783033,0.0,0.1316717267036438,0.5260149921,0.0,0.498209416,0.2024909042
STX3,0.3803223406,0.0615092369,0.137499014,0.055399756878614426,0.3625279182,0.0,0.4051624755,0.2003458203
UBE2G1,0.1958277418,0.0231077434,0.0160594489,0.005261567421257496,0.5606349967,0.0,0.5995934821,0.2000692829
ARAP3,0.2590161595,0.0529810896,0.0,0.0013859689934179187,0.6102911937,0.0,0.476285276,0.1999942411
EXOC1,0.1451813621,0.0,0.0,0.005332742817699909,0.6758987342,0.0,0.556279193,0.1975274332
EIF2AK1,0.1231797137,0.01780243,0.302762605,6.683999913548178e-07,0.5252904285,0.0,0.4135601232,0.1975137098
RAB40B,0.3180140581,0.1481625265,0.0,0.07070839405059814,0.4408408644,0.0,0.3925470357,0.1957532684
BCL2,0.1446826995,0.252199134,0.0,5.867900108569302e-05,0.5101577543,0.0,0.4604563044,0.1953649387
STUB1,0.1553365917,0.0111862221,0.0,0.0005289497203193605,0.6552050165,0.0,0.5412426076,0.1947856268
MOGS,0.1222180579,0.0,0.2753027936,0.007834475487470627,0.5536143733,0.0,0.4020047458,0.1944249209
HSPA1L,0.1509620137,0.0020429817,0.0,0.001020889962092042,0.5372226222,0.0,0.6624990991,0.1933925152
MAP2K7,0.2450626567,0.0378093215,0.0,0.01995891146361828,0.481545147,0.0,0.5689836894,0.1933371037
GALNTL6,0.2449299995,0.0642160394,0.0,0.0013988007558509707,0.507780193,0.0,0.5297946783,0.1925885301
STX12,0.0672284159,0.0768027888,0.1571367581,0.004497455898672342,0.6743802136,0.0,0.3638472526,0.1919846978
SNAP25,0.2655129281,0.2193354686,0.4691516726,0.15313276648521423,0.1373120018,0.0,0.0987961138,0.1918915645
AP3D1,0.1383122221,0.0080913344,0.1971802892,5.144390161149204e-05,0.4715150305,0.0,0.5173913411,0.1903630945
MGAT1,0.1327771551,0.0213835924,0.0,5.409399818745442e-06,0.5523718878,0.0,0.6249888022,0.190218121
SRP9,0.2309495706,0.0086917721,0.0,0.05143158137798309,0.523672123,0.0,0.5051276928,0.1885532486
SRP19,0.1397099647,0.0511645571,0.0,0.010390476323664188,0.4228087008,0.0,0.6914651761,0.187934125
B4GALT3,0.0413104327,0.0413046281,0.0,0.001417999854311347,0.7325662657,0.0,0.4931427032,0.1871060042
TBC1D16,0.1459840978,0.0340007807,0.0,3.630519859143533e-05,0.5672814695,0.0,0.5523898792,0.1856703618
PIGC,0.1255817164,0.0096663203,0.0,0.012366168200969696,0.5349853319,0.0,0.6111099288,0.1848156379
STX10,0.1241152666,0.012370059,0.0,0.00036298579652793705,0.6460691816,0.0,0.5079534556,0.1844101355
CLTB,0.1503680331,0.153046799,0.0908592704,0.0,0.3925919883,0.0,0.5035313663,0.1843424939
RAB9A,0.1046770217,0.0309553926,0.0473214449,0.044267941266298294,0.5296722522,0.0,0.5285470981,0.1836344501
UBA5,0.0750137967,0.0916971714,0.0,0.0014282239135354757,0.577465019,0.0,0.5380591185,0.1833804756
PICK1,0.0173184093,0.0256538587,0.2854922206,5.270999849926739e-07,0.3381103764,0.0,0.6096312967,0.1823152413
SEC61A1,0.0494323192,0.0300160158,0.0,0.00013016849698033184,0.6428827188,0.0,0.5532535006,0.1822449604
RAB29,0.1092772595,0.1027087281,0.2023588067,0.00025625090347602963,0.4427645114,0.0,0.4170966405,0.1820660282
BAG2,0.1832609673,0.0934994714,0.0,0.32603371143341064,0.285362399,0.0,0.3855255282,0.1819545825
OS9,0.0787200422,0.1079277801,0.2479501881,0.0015496535925194621,0.3496747486,0.0,0.4877646385,0.1819410073
GALNT11,0.277767762,0.2530632269,0.1796776035,0.19412407279014587,0.0788586605,0.0,0.2836687873,0.1810228733
CKAP4,0.3264781194,0.0989322524,0.0,0.18815144896507263,0.310840631,0.0,0.3341406102,0.179791866
EXOC2,0.0142987892,0.0086349522,0.0,4.329999967467302e-07,0.7234130201,0.0,0.5070916192,0.1790626877
ALG11,0.2133861508,0.0069113567,0.3369725349,2.3765700461808592e-05,0.3541740287,0.0,0.3386693908,0.1785910325
GBF1,0.1903151625,0.0105012752,0.0,0.00048153940588235855,0.4904586342,0.0,0.5583334426,0.1785842934
PIK3C3,0.1665046976,0.1482172263,0.0,5.674640124198049e-05,0.5406511247,0.0,0.3911400764,0.1780814102
TBC1D1,0.1188119002,0.0266485347,0.0,0.0002529463963583112,0.5473352275,0.0,0.5505260997,0.1776535298
EXOC7,0.0344669384,0.014445445,0.0,0.0,0.6445612485,0.0,0.5394481808,0.1761316875
DNAJC1,0.1954342781,0.0839938384,0.0,0.0001739806029945612,0.4980053513,0.0,0.4543607122,0.1759954515
MICALCL,0.2694888226,0.0477768527,0.0663367366,0.23635660111904144,0.3179992424,0.0,0.2925504495,0.1757869578
RAB32,0.2618445644,0.0031245864,0.0,0.032578956335783005,0.5084532548,0.0,0.4210797328,0.1752972992
