pspGenes	logFC	logCPM	F	PValue	FDR
A3GALT2	-0.0215457618845088	-3.07010474230517	0.00397920555939079	0.949847703200219	0.98223683587257
ABO	-0.643684628937399	5.22322597457664	1.86882878860348	0.175154330164607	0.478848845156224
ACAP1	0.451464562500003	3.24629130433757	3.89654994594023	0.0515791144800349	0.284330961143284
ACAP2	-0.0908761217190972	7.08199805446027	0.196882185069079	0.658358129950378	0.852902826255906
ACAP3	-0.020964896739449	6.24285445966065	0.00907170994551536	0.924340286920269	0.972365728150793
AGAP1	-0.344103201386817	5.83825338543593	2.4411213362904	0.121845925229896	0.410693432299755
AGAP2	0.0845601930972373	2.33351148050458	0.0809962791729238	0.776632562420681	0.910647880291743
AGAP3	-0.0497781999111394	6.38397977453988	0.0755128041690375	0.784128807091799	0.914182027923964
AGR2	-0.921759171230491	9.1847962228676	1.42918885490089	0.235166594671778	0.548384897826016
AGR3	-1.29186313491303	4.83736923324614	2.11867413576699	0.149135130088139	0.447530215692385
AKAP10	0.117140874175771	4.87535007345159	0.902530520274508	0.344753020264411	0.650427514775175
ALG1	-0.260013595947304	4.24121283186915	2.57834788667807	0.111982342838265	0.396481684759448
ALG10B	-0.0378148288065406	3.89595122425642	0.0273610987874964	0.869006065097917	0.948924242334667
ALG11	-0.402060640602275	3.04792227725585	5.31571694498588	0.0235285442290358	0.205040469137885
ALG12	-0.214540579309832	4.29925993401938	2.08792764598402	0.152083158173497	0.450889987022327
ALG13	-0.156152448851831	4.91303202540035	1.44089801130128	0.23327374307685	0.546685392930093
ALG14	-0.269908366669501	2.93563740562115	2.9109233814641	0.0915724956472329	0.363573411281538
ALG1L	0.442173456846989	2.5770085406289	1.13926958234519	0.288778972824258	0.602001707105536
ALG1L2	0.122914704148285	-0.627455284769369	0.204737256115307	0.652057602371477	0.849552330765419
ALG2	-0.132908668092694	5.11817875083461	0.756048237172393	0.38697633442256	0.685597951158201
ALG3	0.114046596947174	6.85896227553217	0.307175557099838	0.580849784934776	0.811062104904633
ALG5	-0.222833482850119	4.60140725640466	1.40936062291187	0.238415120099043	0.552746236232157
ALG6	0.103556823205743	4.20850751688254	0.630898207901637	0.429201529560057	0.71607834656179
ALG8	-0.0375311312932044	5.04430615056204	0.0360103465551647	0.849939076448148	0.94007938729123
ALG9	-0.383893243694696	3.20388547264352	7.77147835605366	0.00652563724279124	0.125068436610299
AMFR	-0.306779286464586	6.68364216383074	4.12436148594097	0.0453431175102838	0.268860921256275
ANKFY1	0.0544202387028789	6.65702777745669	0.105631120389526	0.745959332167046	0.896244173584922
AP1B1	-0.294915675331686	7.52205879363398	3.05667090794466	0.0839569761904218	0.351051170385955
AP1G1	-0.37877138578722	7.13531121425343	8.4725409657096	0.00458488758392336	0.110387955423128
AP1M1	0.0682003306230077	5.73456045554335	0.170750236792694	0.680469298144443	0.865463297353267
AP1S1	0.175510853248464	5.24183130799211	0.660753546599317	0.418527474599685	0.709577258547259
AP1S2	0.072061980171175	4.32637954160027	0.112160132766843	0.738509545047304	0.892897188455631
AP3B1	-0.131338571640974	6.28386266514041	0.794226302674578	0.375299424824371	0.676301387308222
AP3B2	1.43067169505889	2.16844716515471	3.8966665544807	0.0515756958944997	0.284330961143284
AP3D1	-0.206120048715288	7.94866415336881	2.62046210098354	0.109137248621704	0.392258450318004
